DSP,JCAD,RhoA,RhoC,TJP1,p_name,p_value,perb,delta,phenotype
0.498199,0.492401,0.5688530000000002,0.6092380000000001,0.5036,$RhoA_amp,5.0,WT,0.04038499999999989,Normal
0.5014010000000001,0.501999,0.597249,0.589937,0.5049990000000001,$RhoA_amp,10.0,WT,-0.007311999999999985,Normal
0.49900100000000003,0.5087999999999999,0.6011899999999999,0.601844,0.5075999999999999,$RhoA_amp,15.0,WT,0.0006540000000001545,Normal
0.49640100000000004,0.5162,0.610281,0.590788,0.507401,$RhoA_amp,20.0,WT,-0.019492999999999983,Normal
0.483001,0.495001,0.6111139999999999,0.589557,0.496202,$RhoA_amp,25.0,WT,-0.021556999999999937,Normal
0.4988,0.49699899999999997,0.614788,0.5905529999999999,0.4988,$RhoA_amp,30.0,WT,-0.024235000000000118,Normal
0.49039999999999995,0.4964,0.61377,0.6012160000000001,0.501201,$RhoA_amp,35.0,WT,-0.012553999999999954,Normal
0.4993989999999999,0.5043979999999999,0.6134390000000001,0.5956390000000001,0.5033989999999999,$RhoA_amp,40.0,WT,-0.017799999999999927,Normal
0.48600099999999996,0.49700099999999997,0.6311190000000001,0.588188,0.5011990000000001,$RhoA_amp,45.0,WT,-0.04293100000000005,Normal
0.5118,0.49439799999999995,0.6201760000000001,0.5904020000000001,0.5041990000000001,$RhoA_amp,50.0,WT,-0.029773999999999967,Normal
0.485,0.5042019999999999,0.6222090000000001,0.5805790000000001,0.494201,$RhoA_amp,55.0,WT,-0.041630000000000056,Normal
0.5065989999999999,0.49520000000000003,0.5466409999999999,0.615152,0.4962,$RhoA_mod,1.0,WT,0.0685110000000001,Normal
0.49879900000000005,0.48619899999999994,0.578041,0.6056800000000001,0.5081979999999999,$RhoA_mod,2.0,WT,0.02763900000000008,Normal
0.509801,0.4864030000000001,0.5985300000000001,0.595092,0.5004,$RhoA_mod,3.0,WT,-0.003438000000000163,Normal
0.491802,0.5075999999999999,0.604944,0.584074,0.49199899999999996,$RhoA_mod,4.0,WT,-0.020870000000000055,Normal
0.4928,0.49459900000000007,0.6082879999999999,0.5935600000000001,0.500599,$RhoA_mod,5.0,WT,-0.014727999999999852,Normal
0.500802,0.49060000000000004,0.628408,0.582563,0.508001,$RhoA_mod,6.0,WT,-0.045844999999999914,Normal
0.493399,0.500399,0.6347119999999999,0.587639,0.5149990000000001,$RhoA_mod,7.0,WT,-0.04707299999999992,Normal
0.4954009999999999,0.49980099999999994,0.435755,0.6711100000000001,0.5166,$RhoA_basal,0.1,WT,0.2353550000000001,Normal
0.5138,0.5027999999999999,0.571824,0.6171599999999999,0.5035989999999999,$RhoA_basal,0.6,WT,0.04533599999999993,Normal
0.509401,0.5035999999999999,0.629441,0.5743130000000001,0.503802,$RhoA_basal,1.1,WT,-0.055127999999999955,Normal
0.5044,0.499201,0.7579650000000001,0.5169699999999999,0.4996,$RhoA_antagonistic,1.0,WT,-0.24099500000000018,Normal
0.512001,0.48839999999999995,0.6679509999999999,0.560452,0.5006010000000001,$RhoA_antagonistic,2.0,WT,-0.1074989999999999,Normal
0.5082000000000001,0.5014010000000001,0.603217,0.5899719999999999,0.5024000000000001,$RhoA_antagonistic,3.0,WT,-0.013245000000000062,Normal
0.49899899999999997,0.5026010000000001,0.540182,0.623732,0.49580100000000005,$RhoA_antagonistic,4.0,WT,0.0835499999999999,Normal
0.49319900000000005,0.49559800000000004,0.510075,0.645784,0.4969990000000001,$RhoA_antagonistic,5.0,WT,0.13570900000000008,Normal
0.5030020000000001,0.504803,0.480278,0.6598419999999999,0.49760299999999996,$RhoA_antagonistic,6.0,WT,0.17956399999999995,Normal
0.493401,0.495002,0.451224,0.6622089999999999,0.5056010000000001,$RhoA_antagonistic,7.0,WT,0.21098499999999992,Normal
0.512199,0.490599,0.44339,0.675651,0.497799,$RhoA_antagonistic,8.0,WT,0.232261,Normal
0.5038,0.504802,0.42158799999999996,0.6811019999999999,0.49840100000000004,$RhoA_antagonistic,9.0,WT,0.2595139999999999,Hyper
0.49300000000000005,0.5081990000000001,0.39110300000000003,0.696699,0.502199,$RhoA_antagonistic,10.0,WT,0.3055959999999999,Hyper
0.504399,0.512401,0.38330900000000007,0.7070230000000001,0.498799,$RhoA_antagonistic,11.0,WT,0.323714,Hyper
0.49220100000000006,0.494401,0.358302,0.7239000000000001,0.501601,$RhoA_antagonistic,12.0,WT,0.3655980000000001,Hyper
0.5036010000000001,0.5088,0.357752,0.7179089999999999,0.505399,$RhoA_antagonistic,13.0,WT,0.3601569999999999,Hyper
0.5076,0.5018,0.343854,0.7220679999999998,0.5062000000000001,$RhoA_antagonistic,14.0,WT,0.37821399999999983,Hyper
0.499201,0.5104,0.616885,0.598541,0.5054019999999999,$RhoA_decay,0.05,WT,-0.018344000000000027,Normal
0.48840100000000003,0.5069999999999999,0.598096,0.601749,0.5026010000000001,$RhoA_decay,0.15000000000000002,WT,0.0036530000000000173,Normal
0.505399,0.49639900000000003,0.588548,0.593168,0.4846,$RhoA_decay,0.25000000000000006,WT,0.0046200000000000685,Normal
0.5013970000000001,0.4997990000000001,0.5797590000000001,0.601062,0.49639900000000003,$RhoA_decay,0.3500000000000001,WT,0.02130299999999985,Normal
0.5039990000000001,0.5043980000000001,0.581959,0.5908760000000001,0.49859800000000004,$RhoA_decay,0.45000000000000007,WT,0.008917000000000064,Normal
0.492,0.4976,0.540397,0.6077980000000001,0.504603,$RhoA_decay,0.55,WT,0.06740100000000004,Normal
0.4964,0.5045999999999999,0.54624,0.607768,0.507799,$RhoA_decay,0.6500000000000001,WT,0.06152800000000003,Normal
0.495,0.4996000000000001,0.528501,0.615927,0.49779999999999996,$RhoA_decay,0.7500000000000001,WT,0.087426,Normal
0.511201,0.49879999999999997,0.5429120000000001,0.6049800000000001,0.502001,$RhoA_decay,0.8500000000000002,WT,0.06206800000000001,Normal
0.502402,0.506001,0.518881,0.614656,0.499203,$RhoA_decay,0.9500000000000002,WT,0.09577499999999994,Normal
0.505398,0.49900000000000005,0.604204,0.566716,0.5004000000000001,$RhoC_amp,5.0,WT,-0.037487999999999966,Normal
0.494,0.494199,0.604788,0.5812329999999999,0.49660099999999996,$RhoC_amp,10.0,WT,-0.023555000000000104,Normal
0.500798,0.49859999999999993,0.5928809999999999,0.5886340000000001,0.4964009999999999,$RhoC_amp,15.0,WT,-0.004246999999999779,Normal
0.49060000000000004,0.5052,0.5947929999999999,0.6148469999999999,0.508199,$RhoC_amp,20.0,WT,0.020054000000000016,Normal
0.488601,0.4956,0.584883,0.611926,0.48860000000000003,$RhoC_amp,25.0,WT,0.027042999999999928,Normal
0.5005970000000001,0.495397,0.595049,0.6211650000000001,0.495198,$RhoC_amp,30.0,WT,0.026116000000000028,Normal
0.49860000000000004,0.492199,0.594242,0.614154,0.497,$RhoC_amp,35.0,WT,0.01991199999999993,Normal
0.493001,0.48900200000000005,0.586088,0.6196860000000001,0.5056,$RhoC_amp,40.0,WT,0.03359800000000002,Normal
0.5092019999999999,0.500001,0.589642,0.620687,0.49940000000000007,$RhoC_amp,45.0,WT,0.03104499999999999,Normal
0.49260200000000004,0.5058,0.593979,0.627242,0.49819899999999995,$RhoC_amp,50.0,WT,0.03326299999999993,Normal
0.5036,0.49640100000000004,0.5851290000000001,0.625949,0.496,$RhoC_amp,55.0,WT,0.040819999999999856,Normal
0.496001,0.5184000000000001,0.6286189999999999,0.530465,0.4992,$RhoC_mod,1.0,WT,-0.09815399999999996,Normal
0.5062,0.5098,0.604679,0.581695,0.497999,$RhoC_mod,2.0,WT,-0.022984000000000004,Normal
0.4876,0.490801,0.592169,0.6007949999999999,0.5032,$RhoC_mod,3.0,WT,0.008625999999999912,Normal
0.4996,0.495801,0.593223,0.6014590000000001,0.497802,$RhoC_mod,4.0,WT,0.008236000000000132,Normal
0.5018,0.48940000000000006,0.583967,0.6099650000000001,0.500598,$RhoC_mod,5.0,WT,0.025998000000000077,Normal
0.49640100000000004,0.497402,0.5756330000000001,0.6305630000000001,0.500001,$RhoC_mod,6.0,WT,0.054930000000000034,Normal
0.5147970000000001,0.5207980000000001,0.58482,0.632845,0.5221979999999999,$RhoC_mod,7.0,WT,0.048024999999999984,Normal
0.506198,0.5074000000000001,0.6710999999999999,0.43746399999999996,0.493801,$RhoC_basal,0.1,WT,-0.23363599999999995,Normal
0.500599,0.4931979999999999,0.607907,0.5685629999999999,0.505998,$RhoC_basal,0.6,WT,-0.039344000000000046,Normal
0.5106,0.499403,0.591871,0.618613,0.49400000000000005,$RhoC_basal,1.1,WT,0.026741999999999932,Normal
0.5016,0.5032,0.5228689999999999,0.7542019999999999,0.49479999999999996,$RhoC_antagonistic,1.0,WT,0.231333,Normal
0.5025999999999999,0.497399,0.566776,0.6563480000000002,0.4942,$RhoC_antagonistic,2.0,WT,0.08957200000000021,Normal
0.5012,0.498202,0.599591,0.596349,0.49580199999999996,$RhoC_antagonistic,3.0,WT,-0.003241999999999967,Normal
0.4953989999999999,0.49580099999999994,0.622446,0.53638,0.48560000000000003,$RhoC_antagonistic,4.0,WT,-0.08606600000000009,Normal
0.511599,0.496401,0.641697,0.519278,0.5042010000000001,$RhoC_antagonistic,5.0,WT,-0.12241899999999994,Normal
0.48059900000000005,0.5073989999999999,0.65521,0.477556,0.5117999999999999,$RhoC_antagonistic,6.0,WT,-0.17765399999999998,Normal
0.4928,0.5110020000000001,0.6718109999999999,0.454756,0.5042,$RhoC_antagonistic,7.0,WT,-0.21705499999999994,Normal
0.5038009999999999,0.492399,0.684433,0.426041,0.490201,$RhoC_antagonistic,8.0,WT,-0.25839199999999996,Failed
0.507797,0.5044,0.6907439999999999,0.41596800000000006,0.501398,$RhoC_antagonistic,9.0,WT,-0.27477599999999985,Failed
0.509399,0.49779899999999994,0.690695,0.40190800000000004,0.498,$RhoC_antagonistic,10.0,WT,-0.2887869999999999,Failed
0.49919900000000006,0.4948000000000001,0.7021759999999999,0.384387,0.487799,$RhoC_antagonistic,11.0,WT,-0.31778899999999993,Failed
0.5028,0.5108,0.705654,0.376251,0.5088020000000001,$RhoC_antagonistic,12.0,WT,-0.329403,Failed
0.48260000000000003,0.5018,0.717068,0.356337,0.505,$RhoC_antagonistic,13.0,WT,-0.360731,Failed
0.4904,0.5024010000000001,0.733887,0.343812,0.495201,$RhoC_antagonistic,14.0,WT,-0.39007499999999995,Failed
0.49719899999999995,0.49099999999999994,0.5895659999999999,0.615884,0.503199,$RhoC_decay,0.05,WT,0.026318000000000064,Normal
0.4912000000000001,0.503402,0.5880540000000001,0.60135,0.504798,$RhoC_decay,0.15000000000000002,WT,0.013295999999999975,Normal
0.5036,0.5002,0.5904050000000001,0.586814,0.502001,$RhoC_decay,0.25000000000000006,WT,-0.003591000000000122,Normal
0.5018,0.49660000000000004,0.600858,0.575226,0.5002,$RhoC_decay,0.3500000000000001,WT,-0.025631999999999988,Normal
0.48799899999999996,0.4948,0.600075,0.5730399999999999,0.5003979999999999,$RhoC_decay,0.45000000000000007,WT,-0.027035000000000142,Normal
0.49839900000000004,0.498201,0.602822,0.557089,0.49659999999999993,$RhoC_decay,0.55,WT,-0.045733000000000024,Normal
0.49899899999999997,0.510599,0.6054620000000001,0.550759,0.513599,$RhoC_decay,0.6500000000000001,WT,-0.05470300000000006,Normal
0.500399,0.494399,0.609448,0.5289159999999999,0.4966,$RhoC_decay,0.7500000000000001,WT,-0.08053200000000005,Normal
0.5070020000000001,0.49119899999999994,0.606797,0.5353889999999999,0.500599,$RhoC_decay,0.8500000000000002,WT,-0.07140800000000014,Normal
0.49480100000000005,0.5002019999999999,0.5993600000000001,0.5244869999999999,0.4986,$RhoC_decay,0.9500000000000002,WT,-0.07487300000000019,Normal
,0.4992,0.302636,0.8013490000000001,0.5041990000000001,$RhoC_antagonistic,1.0,DSP,0.4987130000000001,Hyper
,0.497201,0.352436,0.730089,0.493,$RhoC_antagonistic,2.0,DSP,0.37765299999999996,Hyper
,0.505202,0.4114050000000001,0.678485,0.497801,$RhoC_antagonistic,3.0,DSP,0.26707999999999993,Hyper
,0.4992,0.423341,0.6417320000000001,0.48619999999999997,$RhoC_antagonistic,4.0,DSP,0.21839100000000006,Normal
,0.4964,0.45587200000000005,0.606129,0.495001,$RhoC_antagonistic,5.0,DSP,0.15025699999999997,Normal
,0.5078,0.475993,0.572675,0.48839899999999997,$RhoC_antagonistic,6.0,DSP,0.09668200000000005,Normal
,0.4984,0.48348,0.563008,0.5124,$RhoC_antagonistic,7.0,DSP,0.07952799999999993,Normal
,0.507001,0.507906,0.52753,0.49740000000000006,$RhoC_antagonistic,8.0,DSP,0.019624000000000086,Normal
,0.48439999999999994,0.5149130000000001,0.5069549999999999,0.486401,$RhoC_antagonistic,9.0,DSP,-0.007958000000000132,Normal
,0.5096,0.532622,0.5000410000000001,0.49119999999999997,$RhoC_antagonistic,10.0,DSP,-0.03258099999999997,Normal
,0.493401,0.551206,0.476709,0.5004000000000001,$RhoC_antagonistic,11.0,DSP,-0.07449699999999998,Normal
,0.4984,0.5498890000000001,0.482466,0.5142,$RhoC_antagonistic,12.0,DSP,-0.06742300000000007,Normal
,0.49920000000000003,0.557203,0.45714200000000005,0.49599899999999997,$RhoC_antagonistic,13.0,DSP,-0.10006099999999996,Normal
,0.49919899999999995,0.567289,0.44944100000000003,0.498,$RhoC_antagonistic,14.0,DSP,-0.11784800000000001,Normal
,0.5017999999999999,0.44349599999999995,0.618905,0.5114,$RhoC_mod,1.0,DSP,0.1754090000000001,Normal
,0.501401,0.400138,0.667367,0.516401,$RhoC_mod,2.0,DSP,0.26722900000000005,Hyper
,0.5050009999999999,0.39800399999999997,0.683961,0.507599,$RhoC_mod,3.0,DSP,0.28595700000000007,Hyper
,0.495,0.39755999999999997,0.68883,0.5034000000000001,$RhoC_mod,4.0,DSP,0.2912700000000001,Hyper
,0.5084,0.37731700000000007,0.701765,0.5051990000000001,$RhoC_mod,5.0,DSP,0.3244479999999999,Hyper
,0.483599,0.39324000000000003,0.689331,0.491,$RhoC_mod,6.0,DSP,0.296091,Hyper
,0.496001,0.385485,0.7190070000000001,0.507002,$RhoC_mod,7.0,DSP,0.33352200000000004,Hyper
,0.493998,0.404796,0.6628299999999999,0.48719900000000005,$RhoC_amp,5.0,DSP,0.25803399999999993,Hyper
,0.4974,0.39149100000000003,0.6880760000000001,0.506799,$RhoC_amp,10.0,DSP,0.2965850000000001,Hyper
,0.49119999999999997,0.386047,0.6942529999999999,0.508,$RhoC_amp,15.0,DSP,0.3082059999999999,Hyper
,0.501999,0.398953,0.679985,0.5054000000000001,$RhoC_amp,20.0,DSP,0.28103199999999995,Hyper
,0.4904,0.383547,0.694477,0.502598,$RhoC_amp,25.0,DSP,0.31093,Hyper
,0.495401,0.39416799999999996,0.691016,0.5064,$RhoC_amp,30.0,DSP,0.296848,Hyper
,0.49660000000000004,0.39505,0.69013,0.49900100000000003,$RhoC_amp,35.0,DSP,0.29508,Hyper
,0.5028009999999999,0.38518800000000003,0.70692,0.51,$RhoC_amp,40.0,DSP,0.32173199999999996,Hyper
,0.513599,0.389488,0.696477,0.498399,$RhoC_amp,45.0,DSP,0.306989,Hyper
,0.508001,0.38893,0.6921619999999999,0.49860000000000004,$RhoC_amp,50.0,DSP,0.30323199999999995,Hyper
,0.505,0.384567,0.693964,0.504801,$RhoC_amp,55.0,DSP,0.30939700000000003,Hyper
,0.51,0.388147,0.715909,0.503601,$RhoC_decay,0.05,DSP,0.327762,Hyper
,0.5092,0.39090400000000003,0.6990839999999999,0.508601,$RhoC_decay,0.15000000000000002,DSP,0.3081799999999999,Hyper
,0.49539900000000003,0.388458,0.680974,0.5076,$RhoC_decay,0.25000000000000006,DSP,0.29251599999999994,Hyper
,0.485999,0.408419,0.651919,0.5058,$RhoC_decay,0.3500000000000001,DSP,0.24350000000000005,Normal
,0.5086,0.40551699999999996,0.6284230000000001,0.49860099999999996,$RhoC_decay,0.45000000000000007,DSP,0.2229060000000001,Normal
,0.5025999999999999,0.409571,0.6051789999999999,0.5049999999999999,$RhoC_decay,0.55,DSP,0.1956079999999999,Normal
,0.501001,0.406387,0.615565,0.5052000000000001,$RhoC_decay,0.6500000000000001,DSP,0.20917800000000003,Normal
,0.5096,0.41702500000000003,0.5857319999999999,0.49520000000000003,$RhoC_decay,0.7500000000000001,DSP,0.16870699999999988,Normal
,0.492599,0.422774,0.566258,0.48979900000000004,$RhoC_decay,0.8500000000000002,DSP,0.14348400000000006,Normal
,0.509,0.41969900000000004,0.5655540000000001,0.4946,$RhoC_decay,0.9500000000000002,DSP,0.14585500000000007,Normal
0.502,0.498,0.8038600000000001,0.29844299999999996,,$RhoA_antagonistic,1.0,TJP1,-0.5054170000000002,Failed
0.49879999999999997,0.502,0.732622,0.369674,,$RhoA_antagonistic,2.0,TJP1,-0.362948,Failed
0.49980099999999994,0.502401,0.682743,0.396833,,$RhoA_antagonistic,3.0,TJP1,-0.28591,Failed
0.488598,0.497999,0.6379579999999999,0.423121,,$RhoA_antagonistic,4.0,TJP1,-0.2148369999999999,Normal
0.502599,0.4988,0.598287,0.45978699999999995,,$RhoA_antagonistic,5.0,TJP1,-0.13850000000000007,Normal
0.4958,0.5154,0.5771660000000001,0.47661600000000004,,$RhoA_antagonistic,6.0,TJP1,-0.10055000000000003,Normal
0.5002,0.5052000000000001,0.552018,0.486592,,$RhoA_antagonistic,7.0,TJP1,-0.06542599999999998,Normal
0.511401,0.491201,0.5293589999999999,0.512703,,$RhoA_antagonistic,8.0,TJP1,-0.016655999999999893,Normal
0.49539900000000003,0.49319899999999994,0.49844,0.5247959999999999,,$RhoA_antagonistic,9.0,TJP1,0.026355999999999935,Normal
0.49920000000000003,0.498599,0.5023340000000001,0.520875,,$RhoA_antagonistic,10.0,TJP1,0.01854099999999992,Normal
0.5006,0.49739999999999995,0.48151299999999997,0.538716,,$RhoA_antagonistic,11.0,TJP1,0.057203000000000004,Normal
0.502001,0.4868,0.457704,0.5635800000000001,,$RhoA_antagonistic,12.0,TJP1,0.10587600000000008,Normal
0.4925999999999999,0.5004,0.470032,0.5547789999999999,,$RhoA_antagonistic,13.0,TJP1,0.0847469999999999,Normal
0.4929989999999999,0.49659899999999996,0.42536,0.5942769999999999,,$RhoA_antagonistic,14.0,TJP1,0.16891699999999993,Normal
0.5074,0.49639900000000003,0.6223740000000001,0.426716,,$RhoA_mod,1.0,TJP1,-0.1956580000000001,Normal
0.49000099999999996,0.504,0.6608720000000001,0.411013,,$RhoA_mod,2.0,TJP1,-0.2498590000000001,Normal
0.4942,0.4984,0.676925,0.39138500000000004,,$RhoA_mod,3.0,TJP1,-0.28553999999999996,Failed
0.49020099999999994,0.49540100000000004,0.6875460000000001,0.390271,,$RhoA_mod,4.0,TJP1,-0.2972750000000001,Failed
0.49219899999999994,0.501,0.693467,0.39865999999999996,,$RhoA_mod,5.0,TJP1,-0.294807,Failed
0.511602,0.5086010000000001,0.7060440000000001,0.38429,,$RhoA_mod,6.0,TJP1,-0.3217540000000001,Failed
0.49620000000000003,0.5039990000000001,0.7051000000000001,0.37477400000000005,,$RhoA_mod,7.0,TJP1,-0.330326,Failed
0.49739999999999995,0.5002,0.666399,0.401718,,$RhoA_amp,5.0,TJP1,-0.26468099999999994,Failed
0.5022,0.498801,0.682183,0.39697499999999997,,$RhoA_amp,10.0,TJP1,-0.285208,Failed
0.49679999999999996,0.513201,0.688614,0.387452,,$RhoA_amp,15.0,TJP1,-0.30116199999999993,Failed
0.499801,0.49700099999999997,0.6871020000000001,0.39729699999999996,,$RhoA_amp,20.0,TJP1,-0.28980500000000015,Failed
0.5042,0.5202000000000001,0.6950310000000001,0.38399099999999997,,$RhoA_amp,25.0,TJP1,-0.3110400000000001,Failed
0.49400000000000005,0.503,0.69816,0.38326400000000005,,$RhoA_amp,30.0,TJP1,-0.31489599999999995,Failed
0.5028,0.5101990000000001,0.6915370000000001,0.392099,,$RhoA_amp,35.0,TJP1,-0.2994380000000001,Failed
0.508401,0.497599,0.697921,0.38671099999999997,,$RhoA_amp,40.0,TJP1,-0.31121000000000004,Failed
0.5034,0.5082,0.6968150000000001,0.393283,,$RhoA_amp,45.0,TJP1,-0.3035320000000001,Failed
0.5079990000000001,0.4962,0.700358,0.38826599999999994,,$RhoA_amp,50.0,TJP1,-0.3120920000000001,Failed
0.5026,0.49700099999999997,0.6965510000000001,0.38666,,$RhoA_amp,55.0,TJP1,-0.30989100000000014,Failed
0.502401,0.4954,0.713311,0.39533599999999997,,$RhoA_decay,0.05,TJP1,-0.31797500000000006,Failed
0.49360000000000004,0.49400000000000005,0.686987,0.40607199999999993,,$RhoA_decay,0.15000000000000002,TJP1,-0.2809150000000001,Failed
0.506602,0.501,0.677146,0.405385,,$RhoA_decay,0.25000000000000006,TJP1,-0.27176100000000003,Failed
0.49600000000000005,0.506999,0.643985,0.400482,,$RhoA_decay,0.3500000000000001,TJP1,-0.24350300000000002,Normal
0.505,0.4944,0.622857,0.409026,,$RhoA_decay,0.45000000000000007,TJP1,-0.213831,Normal
0.4942,0.5022,0.609047,0.40907200000000005,,$RhoA_decay,0.55,TJP1,-0.19997499999999996,Normal
0.5002,0.49599999999999994,0.595894,0.40220000000000006,,$RhoA_decay,0.6500000000000001,TJP1,-0.19369399999999998,Normal
0.49939999999999996,0.496201,0.582047,0.423546,,$RhoA_decay,0.7500000000000001,TJP1,-0.158501,Normal
0.5046,0.5085999999999999,0.5753360000000001,0.42693000000000003,,$RhoA_decay,0.8500000000000002,TJP1,-0.14840600000000004,Normal
0.505399,0.5013989999999999,0.568175,0.418524,,$RhoA_decay,0.9500000000000002,TJP1,-0.14965099999999998,Normal
0.49500000000000005,,0.43616699999999997,0.639307,0.4998,$RhoA_mod,1.0,JCAD,0.20314,Normal
0.4944010000000001,,0.537953,0.584032,0.49360000000000004,$RhoA_mod,2.0,JCAD,0.04607899999999998,Normal
0.507199,,0.570972,0.558226,0.49420000000000003,$RhoA_mod,3.0,JCAD,-0.012746000000000035,Normal
0.517999,,0.609521,0.5421279999999999,0.486199,$RhoA_mod,4.0,JCAD,-0.06739300000000004,Normal
0.4902,,0.609603,0.551321,0.4974,$RhoA_mod,5.0,JCAD,-0.058282000000000056,Normal
0.5012,,0.632411,0.53532,0.5024010000000001,$RhoA_mod,6.0,JCAD,-0.09709099999999993,Normal
0.504801,,0.642914,0.530593,0.49840100000000004,$RhoA_mod,7.0,JCAD,-0.112321,Normal
0.5078,,0.631996,0.449914,0.4902000000000001,$RhoC_mod,1.0,JCAD,-0.18208200000000002,Normal
0.503,,0.597508,0.530016,0.5046,$RhoC_mod,2.0,JCAD,-0.067492,Normal
0.5034000000000001,,0.584649,0.560276,0.495399,$RhoC_mod,3.0,JCAD,-0.024372999999999978,Normal
0.49980100000000005,,0.557135,0.596467,0.5015989999999999,$RhoC_mod,4.0,JCAD,0.03933199999999992,Normal
0.502,,0.5442779999999999,0.615031,0.49779999999999996,$RhoC_mod,5.0,JCAD,0.07075300000000007,Normal
0.5032000000000001,,0.543979,0.628655,0.5052000000000001,$RhoC_mod,6.0,JCAD,0.08467599999999997,Normal
0.508001,,0.5381849999999999,0.6322490000000001,0.491601,$RhoC_mod,7.0,JCAD,0.09406400000000015,Normal
0.499999,,0.407717,0.6581199999999999,0.493199,$RhoA_basal,0.1,JCAD,0.25040299999999993,Hyper
0.5020009999999999,,0.5423469999999999,0.584015,0.5098,$RhoA_basal,0.6,JCAD,0.04166800000000004,Normal
0.4944,,0.6023620000000001,0.563346,0.512398,$RhoA_basal,1.1,JCAD,-0.03901600000000005,Normal
0.505799,,0.668196,0.400262,0.5114,$RhoC_basal,0.1,JCAD,-0.267934,Failed
0.5054000000000001,,0.596889,0.53124,0.4858,$RhoC_basal,0.6,JCAD,-0.06564899999999996,Normal
0.492,,0.548955,0.613406,0.5042,$RhoC_basal,1.1,JCAD,0.06445100000000004,Normal
,,0.48151900000000003,0.532658,0.48940000000000006,$RhoC_mod,1.0,DSP_JCAD,0.051138999999999935,Normal
,,0.43908,0.609135,0.5018,$RhoC_mod,2.0,DSP_JCAD,0.17005499999999996,Normal
,,0.413922,0.639116,0.490601,$RhoC_mod,3.0,DSP_JCAD,0.225194,Normal
,,0.404361,0.675071,0.4986,$RhoC_mod,4.0,DSP_JCAD,0.27070999999999995,Hyper
,,0.394255,0.6855840000000001,0.5,$RhoC_mod,5.0,DSP_JCAD,0.29132900000000006,Hyper
,,0.38910100000000003,0.698375,0.5012,$RhoC_mod,6.0,DSP_JCAD,0.30927399999999994,Hyper
,,0.386709,0.714217,0.5082000000000001,$RhoC_mod,7.0,DSP_JCAD,0.32750799999999997,Hyper
,,0.537983,0.45250799999999997,0.506,$RhoC_basal,0.1,DSP_JCAD,-0.08547500000000002,Normal
,,0.43586800000000003,0.605073,0.49679999999999996,$RhoC_basal,0.6,DSP_JCAD,0.16920499999999994,Normal
,,0.409802,0.672983,0.496,$RhoC_basal,1.1,DSP_JCAD,0.263181,Hyper
,,0.08216899999999999,0.8249740000000001,0.499,$RhoA_basal,0.1,DSP_JCAD,0.7428050000000002,Hyper
,,0.351462,0.693136,0.5024,$RhoA_basal,0.6,DSP_JCAD,0.341674,Hyper
,,0.48449300000000006,0.61732,0.4998,$RhoA_basal,1.1,DSP_JCAD,0.13282699999999992,Normal
0.5074,,0.528473,0.48409,,$RhoA_mod,1.0,TJP1_JCAD,-0.04438299999999995,Normal
0.4976,,0.616943,0.42594,,$RhoA_mod,2.0,TJP1_JCAD,-0.19100300000000003,Normal
0.5124,,0.649961,0.412391,,$RhoA_mod,3.0,TJP1_JCAD,-0.23757,Normal
0.5076,,0.678295,0.40136299999999997,,$RhoA_mod,4.0,TJP1_JCAD,-0.276932,Failed
0.5104,,0.6908110000000001,0.39645400000000003,,$RhoA_mod,5.0,TJP1_JCAD,-0.29435700000000004,Failed
0.507199,,0.698647,0.381861,,$RhoA_mod,6.0,TJP1_JCAD,-0.316786,Failed
0.505201,,0.712253,0.373455,,$RhoA_mod,7.0,TJP1_JCAD,-0.33879800000000004,Failed
0.492799,,0.44160199999999994,0.536781,,$RhoA_basal,0.1,TJP1_JCAD,0.09517900000000001,Normal
0.49840100000000004,,0.602862,0.44320699999999996,,$RhoA_basal,0.6,TJP1_JCAD,-0.15965500000000005,Normal
0.497801,,0.687238,0.38643800000000006,,$RhoA_basal,1.1,TJP1_JCAD,-0.30079999999999996,Failed
0.4928,,0.823181,0.079042,,$RhoC_basal,0.1,TJP1_JCAD,-0.7441390000000001,Failed
0.4984,,0.682274,0.342105,,$RhoC_basal,0.6,TJP1_JCAD,-0.34016900000000005,Failed
0.5106,,0.615202,0.49337200000000003,,$RhoC_basal,1.1,TJP1_JCAD,-0.12183,Normal
