DSP,JCAD,RhoA,RhoC,TJP1,$RhoC_amp,$RhoC_antagonistic,perb,exp_name,delta,phenotype
0.49679899999999994,0.5003989999999999,0.6416280000000001,0.5119339999999999,0.4947989999999999,55.0,6.0,WT,Escape_Threshold_RhoC,-0.1296940000000002,Normal
0.4999980000000001,0.496998,0.654468,0.4953100000000001,0.48779900000000004,55.0,7.0,WT,Escape_Threshold_RhoC,-0.15915799999999997,Normal
0.5043989999999999,0.500399,0.6665559999999999,0.48319399999999996,0.504399,55.0,8.0,WT,Escape_Threshold_RhoC,-0.18336199999999997,Normal
0.5104,0.505399,0.6675260000000001,0.47436500000000004,0.499799,55.0,9.0,WT,Escape_Threshold_RhoC,-0.19316100000000003,Normal
0.488399,0.49759999999999993,0.688352,0.44743399999999994,0.49179999999999996,55.0,10.0,WT,Escape_Threshold_RhoC,-0.24091800000000002,Normal
0.507,0.5002,0.6867350000000001,0.43962100000000004,0.503,55.0,11.0,WT,Escape_Threshold_RhoC,-0.24711400000000006,Normal
0.49319799999999997,0.49699899999999997,0.687368,0.43773999999999996,0.5032,55.0,12.0,WT,Escape_Threshold_RhoC,-0.24962800000000002,Normal
0.49540000000000006,0.493,0.698215,0.42285799999999996,0.504401,55.0,13.0,WT,Escape_Threshold_RhoC,-0.2753570000000001,Failed
0.5016,0.489,0.7227629999999999,0.39652499999999996,0.4926000000000001,55.0,14.0,WT,Escape_Threshold_RhoC,-0.326238,Failed
,0.5012,0.312454,0.7968149999999999,0.500599,5.0,1.0,DSP,Escape_Threshold_RhoC,0.48436099999999993,Hyper
,0.5062000000000001,0.378439,0.714402,0.490799,5.0,2.0,DSP,Escape_Threshold_RhoC,0.33596299999999996,Hyper
,0.5020009999999999,0.40430000000000005,0.666078,0.492,5.0,3.0,DSP,Escape_Threshold_RhoC,0.2617779999999999,Hyper
,0.491201,0.443917,0.6147,0.49260099999999996,5.0,4.0,DSP,Escape_Threshold_RhoC,0.17078300000000002,Normal
,0.506202,0.461354,0.597845,0.5056010000000001,5.0,5.0,DSP,Escape_Threshold_RhoC,0.13649099999999997,Normal
,0.501598,0.483126,0.550313,0.505999,5.0,6.0,DSP,Escape_Threshold_RhoC,0.06718700000000005,Normal
,0.507198,0.508513,0.517649,0.499199,5.0,7.0,DSP,Escape_Threshold_RhoC,0.009136000000000033,Normal
,0.501798,0.5341119999999999,0.509203,0.5044000000000001,5.0,8.0,DSP,Escape_Threshold_RhoC,-0.02490899999999996,Normal
,0.5035999999999999,0.540396,0.493999,0.502201,5.0,9.0,DSP,Escape_Threshold_RhoC,-0.046396999999999966,Normal
,0.49599999999999994,0.5559970000000001,0.469331,0.5044,5.0,10.0,DSP,Escape_Threshold_RhoC,-0.08666600000000008,Normal
,0.492,0.568395,0.44798800000000005,0.507,5.0,11.0,DSP,Escape_Threshold_RhoC,-0.12040699999999993,Normal
,0.493201,0.586743,0.42788099999999996,0.49839999999999995,5.0,12.0,DSP,Escape_Threshold_RhoC,-0.15886200000000006,Normal
,0.49719800000000003,0.587411,0.41401699999999997,0.504599,5.0,13.0,DSP,Escape_Threshold_RhoC,-0.17339400000000005,Normal
,0.4964,0.585237,0.415996,0.504599,5.0,14.0,DSP,Escape_Threshold_RhoC,-0.16924100000000003,Normal
,0.503801,0.3097,0.807128,0.511801,10.0,1.0,DSP,Escape_Threshold_RhoC,0.497428,Hyper
,0.49420000000000003,0.356068,0.7321,0.499599,10.0,2.0,DSP,Escape_Threshold_RhoC,0.376032,Hyper
,0.4996,0.40725400000000006,0.678855,0.492799,10.0,3.0,DSP,Escape_Threshold_RhoC,0.2716009999999999,Hyper
,0.4854,0.4193,0.643432,0.501,10.0,4.0,DSP,Escape_Threshold_RhoC,0.224132,Normal
,0.49159900000000006,0.451117,0.6030139999999999,0.497199,10.0,5.0,DSP,Escape_Threshold_RhoC,0.15189699999999995,Normal
,0.49660100000000007,0.46757200000000004,0.583204,0.5082,10.0,6.0,DSP,Escape_Threshold_RhoC,0.1156319999999999,Normal
,0.4944,0.488488,0.551866,0.5056,10.0,7.0,DSP,Escape_Threshold_RhoC,0.06337799999999999,Normal
,0.5172,0.50598,0.527905,0.488399,10.0,8.0,DSP,Escape_Threshold_RhoC,0.021924999999999972,Normal
,0.496,0.5201,0.517469,0.4898,10.0,9.0,DSP,Escape_Threshold_RhoC,-0.00263100000000005,Normal
,0.494199,0.54216,0.493553,0.4890000000000001,10.0,10.0,DSP,Escape_Threshold_RhoC,-0.048606999999999956,Normal
,0.49939999999999996,0.5473049999999999,0.47870200000000007,0.49539900000000003,10.0,11.0,DSP,Escape_Threshold_RhoC,-0.06860299999999986,Normal
,0.5141999999999999,0.5547960000000001,0.47352,0.5066,10.0,12.0,DSP,Escape_Threshold_RhoC,-0.08127600000000007,Normal
,0.499398,0.559555,0.45880300000000007,0.504999,10.0,13.0,DSP,Escape_Threshold_RhoC,-0.10075199999999995,Normal
,0.504399,0.57058,0.436448,0.48980000000000007,10.0,14.0,DSP,Escape_Threshold_RhoC,-0.13413199999999997,Normal
,0.5004,0.30618900000000004,0.7991860000000001,0.505401,15.0,1.0,DSP,Escape_Threshold_RhoC,0.492997,Hyper
,0.502001,0.359272,0.7305340000000001,0.504999,15.0,2.0,DSP,Escape_Threshold_RhoC,0.37126200000000015,Hyper
,0.5012,0.390952,0.6780170000000001,0.492,15.0,3.0,DSP,Escape_Threshold_RhoC,0.28706500000000007,Hyper
,0.49679999999999996,0.41054,0.6481760000000001,0.506401,15.0,4.0,DSP,Escape_Threshold_RhoC,0.23763600000000007,Normal
,0.49739999999999995,0.439258,0.6285109999999999,0.510801,15.0,5.0,DSP,Escape_Threshold_RhoC,0.18925299999999995,Normal
,0.507001,0.478835,0.581543,0.501001,15.0,6.0,DSP,Escape_Threshold_RhoC,0.10270800000000002,Normal
,0.503002,0.47578,0.575653,0.503401,15.0,7.0,DSP,Escape_Threshold_RhoC,0.09987299999999999,Normal
,0.4964,0.48437699999999995,0.5523870000000001,0.5132,15.0,8.0,DSP,Escape_Threshold_RhoC,0.06801000000000013,Normal
,0.5,0.49601000000000006,0.533706,0.49580100000000005,15.0,9.0,DSP,Escape_Threshold_RhoC,0.03769599999999995,Normal
,0.5012,0.514293,0.5146809999999999,0.495399,15.0,10.0,DSP,Escape_Threshold_RhoC,0.00038799999999994395,Normal
,0.494,0.536226,0.49323000000000006,0.491999,15.0,11.0,DSP,Escape_Threshold_RhoC,-0.04299599999999992,Normal
,0.491201,0.538941,0.487351,0.501,15.0,12.0,DSP,Escape_Threshold_RhoC,-0.051590000000000025,Normal
,0.49699899999999997,0.540424,0.47091700000000003,0.496999,15.0,13.0,DSP,Escape_Threshold_RhoC,-0.06950699999999999,Normal
,0.4942,0.560577,0.46686799999999995,0.5022,15.0,14.0,DSP,Escape_Threshold_RhoC,-0.09370900000000004,Normal
,0.504799,0.303613,0.8167030000000001,0.48640000000000005,20.0,1.0,DSP,Escape_Threshold_RhoC,0.51309,Hyper
,0.49979999999999997,0.352567,0.7465970000000001,0.5074,20.0,2.0,DSP,Escape_Threshold_RhoC,0.39403000000000005,Hyper
,0.497201,0.38658800000000004,0.6872630000000001,0.500601,20.0,3.0,DSP,Escape_Threshold_RhoC,0.300675,Hyper
,0.496,0.421545,0.644274,0.49220200000000003,20.0,4.0,DSP,Escape_Threshold_RhoC,0.222729,Normal
,0.507801,0.441868,0.6231300000000001,0.497402,20.0,5.0,DSP,Escape_Threshold_RhoC,0.1812620000000001,Normal
,0.5178,0.45686699999999997,0.6028539999999999,0.5128,20.0,6.0,DSP,Escape_Threshold_RhoC,0.14598699999999992,Normal
,0.504999,0.476491,0.5676589999999999,0.4888,20.0,7.0,DSP,Escape_Threshold_RhoC,0.09116799999999992,Normal
,0.506599,0.4912659999999999,0.545099,0.5016,20.0,8.0,DSP,Escape_Threshold_RhoC,0.053833000000000075,Normal
,0.491002,0.5161690000000001,0.519846,0.487201,20.0,9.0,DSP,Escape_Threshold_RhoC,0.0036769999999999303,Normal
,0.49100000000000005,0.530518,0.503066,0.505,20.0,10.0,DSP,Escape_Threshold_RhoC,-0.027452000000000032,Normal
,0.5022,0.532357,0.501142,0.49579900000000005,20.0,11.0,DSP,Escape_Threshold_RhoC,-0.031214999999999993,Normal
,0.498599,0.531625,0.49866699999999997,0.4900009999999999,20.0,12.0,DSP,Escape_Threshold_RhoC,-0.03295800000000004,Normal
,0.4982,0.545558,0.484559,0.49979999999999997,20.0,13.0,DSP,Escape_Threshold_RhoC,-0.06099899999999997,Normal
,0.495,0.564571,0.462621,0.4896,20.0,14.0,DSP,Escape_Threshold_RhoC,-0.10195000000000004,Normal
,0.5023989999999999,0.306208,0.8143659999999999,0.493801,25.0,1.0,DSP,Escape_Threshold_RhoC,0.5081579999999999,Hyper
,0.48660000000000003,0.367615,0.729041,0.49019999999999997,25.0,2.0,DSP,Escape_Threshold_RhoC,0.361426,Hyper
,0.5014,0.401957,0.69142,0.5045999999999999,25.0,3.0,DSP,Escape_Threshold_RhoC,0.289463,Hyper
,0.505401,0.41946399999999995,0.657867,0.491201,25.0,4.0,DSP,Escape_Threshold_RhoC,0.23840300000000003,Normal
,0.49480100000000005,0.445312,0.6251420000000001,0.488599,25.0,5.0,DSP,Escape_Threshold_RhoC,0.1798300000000001,Normal
,0.5003989999999999,0.470524,0.588177,0.4964,25.0,6.0,DSP,Escape_Threshold_RhoC,0.11765299999999995,Normal
,0.5077999999999999,0.48142999999999997,0.5652260000000001,0.48019900000000004,25.0,7.0,DSP,Escape_Threshold_RhoC,0.08379600000000015,Normal
,0.5026,0.485509,0.562201,0.5012,25.0,8.0,DSP,Escape_Threshold_RhoC,0.07669199999999993,Normal
,0.5043989999999999,0.513655,0.52537,0.4988,25.0,9.0,DSP,Escape_Threshold_RhoC,0.011715000000000031,Normal
,0.501199,0.5098659999999999,0.5284059999999999,0.5014000000000001,25.0,10.0,DSP,Escape_Threshold_RhoC,0.01854,Normal
,0.5104000000000001,0.526674,0.512123,0.49659999999999993,25.0,11.0,DSP,Escape_Threshold_RhoC,-0.01455099999999998,Normal
,0.495001,0.528883,0.497162,0.49699899999999997,25.0,12.0,DSP,Escape_Threshold_RhoC,-0.031721,Normal
,0.4978,0.5333640000000001,0.49083099999999996,0.5092,25.0,13.0,DSP,Escape_Threshold_RhoC,-0.0425330000000001,Normal
,0.506601,0.544789,0.48082800000000003,0.5094000000000001,25.0,14.0,DSP,Escape_Threshold_RhoC,-0.06396099999999993,Normal
,0.504401,0.314521,0.8194309999999999,0.5038,30.0,1.0,DSP,Escape_Threshold_RhoC,0.50491,Hyper
,0.48780099999999993,0.349783,0.744598,0.513401,30.0,2.0,DSP,Escape_Threshold_RhoC,0.39481499999999997,Hyper
,0.499,0.386984,0.692059,0.492601,30.0,3.0,DSP,Escape_Threshold_RhoC,0.305075,Hyper
,0.49300000000000005,0.417828,0.652952,0.505199,30.0,4.0,DSP,Escape_Threshold_RhoC,0.235124,Normal
,0.493201,0.4421,0.6240110000000001,0.498201,30.0,5.0,DSP,Escape_Threshold_RhoC,0.1819110000000001,Normal
,0.497201,0.466062,0.592378,0.49599899999999997,30.0,6.0,DSP,Escape_Threshold_RhoC,0.12631599999999998,Normal
,0.49539900000000003,0.46463600000000005,0.5820029999999999,0.5062,30.0,7.0,DSP,Escape_Threshold_RhoC,0.11736699999999989,Normal
,0.498598,0.500018,0.552182,0.49579999999999996,30.0,8.0,DSP,Escape_Threshold_RhoC,0.05216399999999999,Normal
,0.505201,0.501392,0.5363709999999999,0.4956,30.0,9.0,DSP,Escape_Threshold_RhoC,0.03497899999999998,Normal
,0.49060000000000004,0.513884,0.5277810000000001,0.505601,30.0,10.0,DSP,Escape_Threshold_RhoC,0.013897000000000048,Normal
,0.505201,0.530585,0.515439,0.513999,30.0,11.0,DSP,Escape_Threshold_RhoC,-0.015145999999999993,Normal
,0.49399899999999997,0.53583,0.495211,0.491399,30.0,12.0,DSP,Escape_Threshold_RhoC,-0.040619000000000016,Normal
,0.502599,0.548452,0.48079,0.4858,30.0,13.0,DSP,Escape_Threshold_RhoC,-0.06766200000000006,Normal
,0.493401,0.5529400000000001,0.47213199999999994,0.5012,30.0,14.0,DSP,Escape_Threshold_RhoC,-0.08080800000000016,Normal
,0.502,0.318466,0.8029759999999999,0.5006,35.0,1.0,DSP,Escape_Threshold_RhoC,0.4845099999999999,Hyper
,0.4998,0.36070199999999997,0.7362960000000001,0.49160000000000004,35.0,2.0,DSP,Escape_Threshold_RhoC,0.3755940000000001,Hyper
,0.502201,0.38944999999999996,0.694216,0.506802,35.0,3.0,DSP,Escape_Threshold_RhoC,0.3047660000000001,Hyper
,0.5062,0.41538800000000003,0.658974,0.503,35.0,4.0,DSP,Escape_Threshold_RhoC,0.2435859999999999,Normal
,0.5023989999999999,0.436878,0.6307969999999999,0.515399,35.0,5.0,DSP,Escape_Threshold_RhoC,0.19391899999999995,Normal
,0.5084,0.45211599999999996,0.605853,0.5054,35.0,6.0,DSP,Escape_Threshold_RhoC,0.153737,Normal
,0.499801,0.48513900000000004,0.567691,0.4964,35.0,7.0,DSP,Escape_Threshold_RhoC,0.0825519999999999,Normal
,0.501599,0.4908630000000001,0.559372,0.510799,35.0,8.0,DSP,Escape_Threshold_RhoC,0.06850899999999988,Normal
,0.4928,0.499595,0.5421279999999999,0.494201,35.0,9.0,DSP,Escape_Threshold_RhoC,0.04253299999999993,Normal
,0.49819899999999995,0.51266,0.522522,0.5007980000000001,35.0,10.0,DSP,Escape_Threshold_RhoC,0.009862000000000037,Normal
,0.5064,0.52275,0.505271,0.49460000000000004,35.0,11.0,DSP,Escape_Threshold_RhoC,-0.017479000000000022,Normal
,0.491002,0.532995,0.503552,0.49780099999999994,35.0,12.0,DSP,Escape_Threshold_RhoC,-0.029442999999999997,Normal
,0.500401,0.543781,0.489375,0.5092,35.0,13.0,DSP,Escape_Threshold_RhoC,-0.054405999999999954,Normal
,0.49499899999999997,0.546771,0.483912,0.511399,35.0,14.0,DSP,Escape_Threshold_RhoC,-0.062859,Normal
,0.513,0.32148699999999997,0.8052160000000002,0.4944,40.0,1.0,DSP,Escape_Threshold_RhoC,0.4837290000000002,Hyper
,0.5072000000000001,0.36057200000000006,0.740021,0.4956,40.0,2.0,DSP,Escape_Threshold_RhoC,0.379449,Hyper
,0.49299899999999997,0.39280499999999996,0.697908,0.5052,40.0,3.0,DSP,Escape_Threshold_RhoC,0.305103,Hyper
,0.4968,0.412513,0.6554220000000001,0.5,40.0,4.0,DSP,Escape_Threshold_RhoC,0.24290900000000004,Normal
,0.4778,0.457073,0.6099319999999999,0.481999,40.0,5.0,DSP,Escape_Threshold_RhoC,0.1528589999999999,Normal
,0.502801,0.4579,0.600412,0.5005999999999999,40.0,6.0,DSP,Escape_Threshold_RhoC,0.14251199999999997,Normal
,0.501401,0.477476,0.5733079999999999,0.496799,40.0,7.0,DSP,Escape_Threshold_RhoC,0.09583199999999992,Normal
,0.48599800000000004,0.48266300000000006,0.570782,0.5098,40.0,8.0,DSP,Escape_Threshold_RhoC,0.08811899999999995,Normal
,0.491199,0.49275399999999997,0.551007,0.497801,40.0,9.0,DSP,Escape_Threshold_RhoC,0.058253000000000055,Normal
,0.5032,0.497768,0.532712,0.499799,40.0,10.0,DSP,Escape_Threshold_RhoC,0.034943999999999975,Normal
,0.512401,0.525109,0.516102,0.504202,40.0,11.0,DSP,Escape_Threshold_RhoC,-0.009007000000000098,Normal
,0.49160100000000007,0.525585,0.502424,0.491,40.0,12.0,DSP,Escape_Threshold_RhoC,-0.023160999999999987,Normal
,0.505799,0.5285289999999999,0.499616,0.503198,40.0,13.0,DSP,Escape_Threshold_RhoC,-0.02891299999999991,Normal
,0.5012,0.5364500000000001,0.48896200000000006,0.491401,40.0,14.0,DSP,Escape_Threshold_RhoC,-0.04748800000000003,Normal
,0.505799,0.30689600000000006,0.812921,0.49999899999999997,45.0,1.0,DSP,Escape_Threshold_RhoC,0.506025,Hyper
,0.49740000000000006,0.35559,0.742011,0.4857999999999999,45.0,2.0,DSP,Escape_Threshold_RhoC,0.38642099999999996,Hyper
,0.4992,0.394472,0.686463,0.491201,45.0,3.0,DSP,Escape_Threshold_RhoC,0.29199100000000006,Hyper
,0.5052,0.41830500000000004,0.651618,0.499,45.0,4.0,DSP,Escape_Threshold_RhoC,0.233313,Normal
,0.495798,0.435513,0.6304750000000001,0.5013989999999999,45.0,5.0,DSP,Escape_Threshold_RhoC,0.19496200000000014,Normal
,0.502,0.45797199999999993,0.601116,0.500799,45.0,6.0,DSP,Escape_Threshold_RhoC,0.14314400000000005,Normal
,0.49920099999999995,0.48507399999999995,0.561602,0.48900099999999996,45.0,7.0,DSP,Escape_Threshold_RhoC,0.0765280000000001,Normal
,0.506401,0.497565,0.5606049999999999,0.5052009999999999,45.0,8.0,DSP,Escape_Threshold_RhoC,0.06303999999999993,Normal
,0.493,0.506955,0.541591,0.49439999999999995,45.0,9.0,DSP,Escape_Threshold_RhoC,0.034636,Normal
,0.49980099999999994,0.5038229999999999,0.532442,0.49959999999999993,45.0,10.0,DSP,Escape_Threshold_RhoC,0.02861900000000006,Normal
,0.5076,0.525169,0.509355,0.4928,45.0,11.0,DSP,Escape_Threshold_RhoC,-0.015813999999999995,Normal
,0.49660100000000007,0.5271380000000001,0.502958,0.4932,45.0,12.0,DSP,Escape_Threshold_RhoC,-0.02418000000000009,Normal
,0.49819900000000006,0.5316270000000001,0.500211,0.497,45.0,13.0,DSP,Escape_Threshold_RhoC,-0.03141600000000011,Normal
,0.5028,0.537198,0.485714,0.509,45.0,14.0,DSP,Escape_Threshold_RhoC,-0.051483999999999974,Normal
,0.493401,0.301865,0.814182,0.495402,50.0,1.0,DSP,Escape_Threshold_RhoC,0.5123169999999999,Hyper
,0.49979999999999997,0.36355000000000004,0.7358030000000002,0.49779999999999996,50.0,2.0,DSP,Escape_Threshold_RhoC,0.37225300000000017,Hyper
,0.49460100000000007,0.37498000000000004,0.7092070000000001,0.497201,50.0,3.0,DSP,Escape_Threshold_RhoC,0.3342270000000001,Hyper
,0.49539900000000003,0.41467299999999996,0.663124,0.49879999999999997,50.0,4.0,DSP,Escape_Threshold_RhoC,0.2484510000000001,Normal
,0.514601,0.445046,0.622356,0.495799,50.0,5.0,DSP,Escape_Threshold_RhoC,0.17731000000000002,Normal
,0.49119999999999997,0.473939,0.587807,0.49319999999999997,50.0,6.0,DSP,Escape_Threshold_RhoC,0.11386799999999997,Normal
,0.494801,0.483232,0.5701129999999999,0.498002,50.0,7.0,DSP,Escape_Threshold_RhoC,0.08688099999999987,Normal
,0.500399,0.48744999999999994,0.553635,0.487599,50.0,8.0,DSP,Escape_Threshold_RhoC,0.06618500000000005,Normal
,0.492599,0.49232400000000004,0.5453020000000001,0.49940000000000007,50.0,9.0,DSP,Escape_Threshold_RhoC,0.052978000000000025,Normal
,0.49520000000000003,0.512834,0.5240469999999999,0.4988,50.0,10.0,DSP,Escape_Threshold_RhoC,0.011212999999999917,Normal
,0.49360000000000004,0.5155689999999999,0.513671,0.49939999999999996,50.0,11.0,DSP,Escape_Threshold_RhoC,-0.0018979999999999553,Normal
,0.4857999999999999,0.5220859999999999,0.5072730000000001,0.49799899999999997,50.0,12.0,DSP,Escape_Threshold_RhoC,-0.014812999999999854,Normal
,0.49579999999999996,0.52306,0.49968000000000007,0.49260000000000004,50.0,13.0,DSP,Escape_Threshold_RhoC,-0.0233799999999999,Normal
,0.498399,0.537323,0.484566,0.49219900000000005,50.0,14.0,DSP,Escape_Threshold_RhoC,-0.052757,Normal
,0.5016,0.309952,0.811925,0.4994,55.0,1.0,DSP,Escape_Threshold_RhoC,0.501973,Hyper
,0.49860000000000004,0.3552160000000001,0.74426,0.4913989999999999,55.0,2.0,DSP,Escape_Threshold_RhoC,0.38904399999999995,Hyper
,0.503,0.37739799999999996,0.705804,0.5043989999999999,55.0,3.0,DSP,Escape_Threshold_RhoC,0.32840600000000003,Hyper
,0.497599,0.415133,0.657439,0.5062,55.0,4.0,DSP,Escape_Threshold_RhoC,0.24230600000000002,Normal
,0.48800000000000004,0.44342400000000004,0.621714,0.501001,55.0,5.0,DSP,Escape_Threshold_RhoC,0.17828999999999995,Normal
,0.49460000000000004,0.458546,0.604658,0.508,55.0,6.0,DSP,Escape_Threshold_RhoC,0.14611200000000002,Normal
,0.49619899999999995,0.4670019999999999,0.580829,0.5058,55.0,7.0,DSP,Escape_Threshold_RhoC,0.11382700000000012,Normal
,0.49880099999999994,0.49224799999999996,0.5542889999999999,0.5012,55.0,8.0,DSP,Escape_Threshold_RhoC,0.06204099999999996,Normal
,0.4942,0.509629,0.535326,0.4978,55.0,9.0,DSP,Escape_Threshold_RhoC,0.02569699999999997,Normal
,0.49999999999999994,0.508664,0.526836,0.49920099999999995,55.0,10.0,DSP,Escape_Threshold_RhoC,0.018171999999999966,Normal
,0.48660099999999995,0.529529,0.507584,0.49900100000000003,55.0,11.0,DSP,Escape_Threshold_RhoC,-0.021944999999999992,Normal
,0.497201,0.5230429999999999,0.511444,0.5116,55.0,12.0,DSP,Escape_Threshold_RhoC,-0.011598999999999915,Normal
,0.505199,0.524677,0.5088010000000001,0.500599,55.0,13.0,DSP,Escape_Threshold_RhoC,-0.01587599999999989,Normal
,0.4948,0.544991,0.484449,0.5062,55.0,14.0,DSP,Escape_Threshold_RhoC,-0.060541999999999985,Normal
